election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,informed,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,BACKGROUND,expertdomestic,currentlylive,electionlive,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,candidate,rep,activist,ngo,voted,norole,monitor,monitorint,official,citizen,leftrightscale,difficulty,VIGNETTES,vignettea,vignetteb,vignettec,vignetted,vignettee,vignettef,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
TKM_25032018_L1,Turkmenistan,TKM,2018.0,2018-03-25,Legislative,4.0,,7,7,0,3,16389.0234375,3,5,0,,,,,,30.827549,23.368057,52.546295,11.979166,35.416668,32.089844,24.713541,59.02778,15.625,37.5,1.75,,4.0,2.0,4.5,1.5,4.0,2.0,,,,,25.0,20.833334,,,,3.5,3.3333333,2.0,3.0,50.0,48.958332,50.0,48.958332,,3.0,3.0,4.0,2.0,3.0,41.666664,41.666668,41.666664,41.666668,,2.6666667,3.3333333,3.0,3.0,3.5,2.5,,,41.666664,48.61111,,,,4.75,1.25,2.5,2.75,4.6666665,1.3333334,4.5,1.5,,,,32.5,21.666666,,,,1.6666666,4.25,1.75,2.6666667,2.3333333,2.0,,,,17.5,27.083332,,,,2.5,1.0,2.0,4.0,2.0,4.3333335,1.6666666,3.5,2.5,5.0,20.833334,8.333333,23.61111,,2.3333333,3.6666667,4.5,1.5,4.0,1.25,2.0,3.6666667,2.0,,,,,,45.833332,42.01389,,,,1.0,4.0,1.5,3.5,2.5,4.5,1.5,15.0,27.5,15.0,27.5,,1.6666666,4.3333335,1.5,4.5,1.25,4.75,,,,,,,,1.0,3.25,1.5,3.0,,,31.25,29.6875,,,,7.0,,,1.25,1.5,1.0,2.25,1.5,,,,,2.75,0.0,0.75,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,,,,,10.0,3.0,1.25,,,,,,,,,,,,,,,3.3333333,3.3333333,2.3333333,2.3333333,2.25,2.0,2.0,1.5,2.0,2.0,2.0,1.6666666,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,
TKM_12032022_P1,Turkmenistan,TKM,2022.0,2022-03-12,Presidential,2.0,,7,7,0,3,,3,5,0,,,,,,15.833333,1.8749996,39.23611,0.0,22.222221,13.172743,2.34375,33.680557,0.0,16.666668,2.0,,5.0,1.0,5.0,1.0,4.5,1.5,,,,,0.0,4.1666665,,,,3.5,2.5,1.0,1.5,28.125,28.125,28.125,28.125,,,,5.0,1.0,3.0,,,,,,5.0,1.0,5.0,1.0,5.0,1.0,,,0.0,0.0,,,,5.0,1.0,2.0,1.5,5.0,1.0,5.0,1.0,,,,10.0,7.5,,,,1.0,5.0,1.0,1.0,1.0,3.0,,,,10.0,10.0,,,,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,,0.0,,4.0,2.0,5.0,1.0,2.5,1.0,5.0,4.0,1.0,,,,,,45.833332,39.583332,,,,1.0,5.0,1.0,4.5,1.5,5.0,1.0,20.0,22.5,20.0,22.5,,1.5,4.5,1.0,5.0,1.0,5.0,3.0,,87.5,84.375,,,,2.5,2.5,1.0,2.0,,,25.0,25.0,,,,8.0,,,1.0,1.5,1.0,1.0,1.0,,2.0,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.5,,,,,9.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0,2.0,4.0,1.0,5.0
TKM_26032023_L1,Turkmenistan,TKM,2023.0,2023-03-26,Legislative,4.0,,7,7,0,3,,3,5,0,,24.489796,24.489796,25.504032,25.403225,19.091434,23.101852,27.916668,9.375001,15.972222,16.944445,15.260416,29.6875,6.4814825,15.885417,1.3333334,,5.0,1.0,5.0,1.0,5.0,1.0,3.0,1.5,1.0,2.25,0.0,0.0,13.392858,13.392858,,1.75,2.0,1.75,2.0,21.875,21.875,21.875,21.875,,4.0,2.0,4.0,2.0,2.0,25.0,25.0,25.0,25.0,,4.5,1.5,4.5,1.5,4.5,1.5,4.0,2.0,12.5,12.5,15.625,15.625,,5.0,1.0,3.3333333,2.6666667,4.5,1.5,4.0,2.0,1.3333334,2.0,4.0,27.5,27.5,32.142857,31.547619,,1.0,5.0,1.0,1.6666666,1.3333334,1.6666666,3.0,3.0,1.0,8.333333,8.333333,8.928572,13.095238,,1.3333334,1.3333334,1.3333334,3.5,2.5,4.5,1.5,5.0,1.0,17.5,15.0,8.333333,12.5,,1.0,5.0,3.6666667,2.3333333,4.3333335,1.3333334,2.0,3.6666667,2.0,4.0,2.0,1.0,4.0,2.0,41.666668,52.77778,30.0,34.166668,,1.3333334,3.3333333,1.6666666,4.6666665,1.3333334,4.6666665,1.3333334,20.0,20.0,20.0,20.0,,1.3333334,4.6666665,1.3333334,4.6666665,1.0,5.0,2.3333333,1.3333334,79.166664,79.166664,65.0,65.0,,1.0,1.3333334,1.0,1.0,2.0,4.0,2.0833333,2.0833335,16.666666,16.666666,,7.6666665,,,1.3333334,1.6666666,1.6666666,2.3333333,1.3333334,,,,,1.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,,3.3333333,9.0,,,,,1.0,2.3333333,1.3333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA_18022016_P1,Uganda,UGA,2016.0,2016-02-18,Presidential,12.0,,6,5,0,1,1848.7867,1,1,0,,36.148518,36.47959,,,36.914677,31.972855,21.10743,50.473484,44.10494,38.620514,32.491318,26.909723,51.5625,43.51852,3.4166667,,3.5,2.5,4.0,2.0,3.5833333,2.4166667,,,,,32.63889,32.63889,,,,1.8333334,3.3333333,2.3333333,2.1666667,35.416668,35.416668,35.416668,35.416668,,3.7777777,2.2222223,4.0,2.0,2.0,26.851852,26.851852,26.851852,26.851852,,3.8181818,2.1818182,3.7272727,2.2727273,3.4444444,2.5555556,,,34.25926,33.417507,,,,3.1666667,2.8333333,3.6666667,3.75,2.8333333,3.1666667,4.0833335,1.9166666,,,,51.666668,51.666668,,,,2.8333333,4.090909,1.9090909,2.0,3.0,3.6666667,,,,41.0,42.045456,,,,1.9090909,1.4166666,1.4166666,4.1666665,1.8333334,4.6666665,1.3333334,3.9166667,2.0833333,15.454545,14.545455,17.80303,16.635101,,4.181818,1.8181819,4.3,1.7,2.9166667,3.6666667,2.625,1.1666666,1.125,,,,,,25.0,32.888256,,,,2.5454545,4.0,2.6666667,2.4,3.6,2.5555556,3.4444444,56.666668,56.28283,56.666668,56.28283,,4.4166665,1.5833334,3.25,2.75,2.6666667,3.3333333,2.9166667,,41.145832,41.145832,,,,1.8333334,3.75,2.5833333,2.3333333,,,40.625,40.625,,,,8.5,,,5.75,4.3333335,3.5,3.6666667,3.5,,,,,2.8181818,0.16666667,0.8333333,0.16666667,0.0,0.083333336,,,,,,,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.41666666,3.909091,6.8333335,,5.3333335,8.333333,8.666667,,,,,2.3333333,4.1666665,4.1666665,3.25,1.8333334,4.5,4.5,4.5833335,4.5833335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA_14012021_P1,Uganda,UGA,2021.0,2021-01-14,Presidential,3.0,,6,5,0,1,2397.761004793073,1,1,0,,,,,,22.743055,31.25,19.791666,21.875,18.055557,31.111113,42.5,21.875,21.875,19.444445,1.5,,3.6666667,2.3333333,3.3333333,2.6666667,3.6666667,2.3333333,,,,,36.11111,36.11111,,,,1.6666666,4.0,1.6666666,1.6666666,31.25,31.25,31.25,31.25,,2.0,4.0,2.0,4.0,3.0,66.666664,66.666664,66.666664,66.666664,,4.5,1.5,4.5,1.5,5.0,1.0,,,0.0,8.333333,,,,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,40.0,40.0,,,,2.0,4.5,1.5,1.5,4.0,4.0,,,,40.0,40.0,,,,2.5,1.0,1.0,4.0,2.0,5.0,1.0,4.5,1.5,12.5,12.5,12.5,12.5,,4.5,1.5,5.0,1.0,3.0,2.0,,,2.0,,,,,,,,,,,1.5,4.0,1.5,4.5,1.5,4.5,1.5,25.0,25.0,25.0,25.0,,3.5,2.5,4.5,1.5,4.5,1.5,1.5,,18.75,18.75,,,,1.5,4.0,3.0,1.5,,,37.5,37.5,,,,8.5,,,4.0,2.0,4.0,3.0,3.0,,,,,2.0,0.0,0.6666667,0.0,0.0,0.0,,,,,,,0.0,0.33333334,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.33333334,3.0,6.0,,,,,10.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR_28102012_L1,Ukraine,UKR,2012.0,2012-10-28,Legislative,14.0,,4,3,1,2,8475.4717,4,5,0,,38.635483,35.544216,,,43.922466,30.787546,51.209553,50.240383,43.45238,43.79278,30.528275,50.29762,50.892857,43.45238,,,3.2142856,2.7857144,4.071429,1.9285715,3.2142856,2.7857144,,,,,37.5,37.5,,,,2.5714285,3.4285715,2.142857,2.642857,42.410713,42.410713,42.410713,42.410713,,3.5,2.5,3.4444444,2.5555556,2.8,38.88889,40.462963,38.88889,40.462963,,3.9166667,2.0833333,3.75,2.25,3.5833333,2.4166667,,,31.060606,31.25,,,,4.071429,1.9285715,3.1538463,3.2307692,3.8333333,2.1666667,3.2857144,2.7142856,,,,41.25,40.970695,,,,2.1538463,3.6153846,2.3846154,2.0,2.3846154,3.7857144,,,,38.46154,38.543957,,,,2.25,2.1666667,1.5384616,4.1538463,1.8461539,4.285714,1.7142857,,,23.125,22.577839,,,,2.75,3.25,4.1538463,1.8461539,3.7857144,3.75,3.5,3.6923077,1.6666666,,,,,,53.333332,57.60073,,,,2.7142856,2.0714285,2.0,2.9285715,3.0714285,3.0714285,2.9285715,38.92857,38.92857,38.92857,38.92857,,4.142857,1.8571428,3.857143,2.142857,2.357143,3.642857,2.7142856,,39.732143,39.732143,,,,1.7857143,3.642857,2.5714285,2.2142856,,,38.839287,38.839287,,,,8.5,,,3.2142856,3.5,4.214286,4.5,3.7142856,,,,,2.8461537,0.071428575,0.78571427,0.071428575,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.42857143,0.5,0.071428575,0.0,0.0,0.5714286,5.071429,7.785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR_26102014_L1,Ukraine,UKR,2014.0,2014-10-26,Legislative,13.0,,4,3,1,2,8683.6406,4,5,0,,50.360287,43.239796,,,54.31288,44.53882,53.375095,53.846153,65.491455,54.728233,45.56891,53.685898,53.846153,65.811966,6.076923,,2.9230769,3.0769231,2.6923077,3.3076923,2.3076923,3.6923077,,,,,58.974358,58.974358,,,,3.4615386,3.8461537,3.2307692,3.7692308,64.42308,64.42308,64.42308,64.42308,,3.0,3.0,2.7,3.3,3.0,50.925926,52.5,50.925926,52.5,,4.0,2.0,3.0769231,2.9230769,2.6153846,3.3846154,,,43.055553,44.23077,,,,3.2307692,2.7692308,3.8461537,3.5384614,3.1538463,2.8461537,3.3076923,2.6923077,,,,53.46154,53.46154,,,,2.7692308,3.3846154,2.6153846,2.7692308,3.0,3.6666667,,,,50.0,49.102566,,,,2.8,2.5555556,1.8333334,3.6923077,2.3076923,3.6666667,2.3333333,,,31.25,34.149574,,,,3.2307692,2.7692308,3.7692308,2.2307692,3.3333333,3.6153846,3.3636363,4.0,1.3333334,,,,,,59.090908,55.468143,,,,3.6666667,3.3846154,3.2727273,2.1666667,3.8333333,2.2307692,3.7692308,67.5,64.632866,67.5,64.632866,,2.8461537,3.1538463,2.3846154,3.6153846,1.6153846,4.3846154,3.5,,68.229164,66.58654,,,,2.9230769,3.9230769,3.1666667,3.3076923,,,57.8125,58.253204,,,,8.307693,,,2.3846154,3.9230769,4.0,5.3076925,4.6153846,,,,,3.0,0.15384616,0.9230769,0.15384616,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.53846157,0.3846154,0.15384616,0.0,0.15384616,0.84615386,5.3076925,8.615385,,4.769231,7.0,6.8461537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR_25052014_P1,Ukraine,UKR,2014.0,2014-05-25,Presidential,13.0,,4,3,1,2,8683.6406,4,5,0,,55.717434,61.22449,,,60.508114,54.92258,56.10917,64.42308,66.57764,60.705795,56.81891,55.128204,64.42308,66.45299,7.769231,,2.4444444,3.5555556,2.0,4.0,2.0769231,3.9230769,,,,,67.59259,70.65527,,,,3.4615386,4.1538463,3.7692308,3.8461537,70.19231,70.19231,70.19231,70.19231,,2.7142856,3.2857144,2.375,3.625,3.0,58.333332,57.589287,58.333332,57.589287,,4.0,2.0,3.4166667,2.5833333,2.7,3.3,,,38.333332,40.694443,,,,2.1538463,3.8461537,3.6153846,3.9230769,3.0,3.0,2.9166667,3.0833333,,,,59.545456,62.339745,,,,2.9230769,2.3076923,3.6923077,3.1538463,3.0,3.5833333,,,,55.833332,56.76282,,,,2.8,2.5,1.8333334,2.5833333,3.4166667,3.4,2.6,,,40.0,40.75,,,,3.1538463,2.8461537,2.6363637,3.3636363,2.8461537,3.8461537,3.0833333,4.0,1.5454545,,,,,,58.333332,58.27263,,,,3.8461537,4.230769,4.076923,2.6153846,3.3846154,2.5384614,3.4615386,70.0,70.0,70.0,70.0,,2.0,4.0,1.6153846,4.3846154,1.5384616,4.4615383,3.6666667,,75.0,78.205124,,,,3.7692308,4.076923,3.5833333,3.7692308,,,68.229164,69.99199,,,,8.923077,,,3.0,5.5384617,3.8461537,6.3076925,5.8461537,,,,,3.0,0.30769232,0.7692308,0.07692308,0.07692308,0.0,,,,,,,0.0,0.0,0.15384616,0.07692308,0.61538464,0.3846154,0.07692308,0.0,0.07692308,0.9230769,5.5384617,8.384615,,5.4615383,6.6923075,7.6153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR_21042019_P2,Ukraine,UKR,2019.0,2019-04-21,Presidential,10.0,,3,3,1,2,13345.3828125,4,5,0,,52.15791,56.802723,,,54.19155,47.4375,51.898148,54.375,63.055557,54.78125,49.125,52.569443,54.375,63.055557,6.5,,2.3,3.7,2.2,3.8,2.8,3.2,,,,,64.166664,64.166664,,,,3.5,3.9,3.3,3.8,65.625,65.625,65.625,65.625,,2.6666667,3.3333333,2.5,3.5,3.1666667,58.333332,58.333332,58.333332,58.333332,,4.111111,1.8888888,3.4444444,2.5555556,2.7142856,3.2857144,,,42.857143,39.41799,,,,2.5,3.5,3.7,3.7,3.375,2.625,3.1,2.9,,,,52.5,57.125,,,,2.4,2.9,3.1,2.6,2.3,4.0,,,,46.666668,47.0,,,,2.25,2.8,1.6,3.5,2.5,3.9,2.1,3.2,2.8,28.125,31.25,30.729166,33.541668,,2.1,3.9,3.6666667,2.3333333,3.2,3.6,3.2222223,3.5,1.375,,,,,,60.9375,57.314816,,,,3.625,3.5,3.4,2.3,3.7,2.5,3.5,60.625,63.625,60.625,63.625,,2.9,3.1,2.4,3.6,2.0,4.0,3.3,,62.5,62.5,,,,2.9,3.7,3.2,3.4,,,57.5,57.5,,,,8.8,,,2.6,3.7,3.9,5.9,5.6,,,,,1.2,0.0,1.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.1,0.5,0.5,0.0,0.0,0.0,0.8,4.8,8.3,,,,,9.0,5.4,2.7,,,,,,,,,,,,,,,3.5,3.5,3.7,3.7,3.0,3.4,3.4,3.6,2.5714285,2.5714285,3.5,2.3,3.3,3.3,3.7777777,3.7777777,,,,,,,,,,,,,,,,,,
GBR_07052015_L1,United Kingdom,GBR,2015.0,2015-05-07,Legislative,10.0,,1,1,2,4,41767.289,4,6,1,,60.964455,41.32653,,,66.95052,56.320602,77.15278,49.375,84.953705,67.59462,56.072918,79.375,49.375,85.55556,8.222222,,4.2,1.8,3.6,2.4,2.7777777,3.2222223,,,,,37.037037,36.851852,,,,4.2,4.3,4.5,4.6,85.0,85.0,85.0,85.0,,4.111111,1.8888888,3.125,2.875,3.25,41.666668,41.782406,41.666668,41.782406,,3.5,2.5,2.6666667,3.3333333,2.0,4.0,,,60.416668,56.944443,,,,1.5555556,4.4444447,3.1,3.0,2.5,3.5,2.0,4.0,,,,66.666664,65.22222,,,,1.5,2.8,3.2,3.2,2.1,2.5,,,,31.25,37.5,,,,3.5,2.5555556,3.5,3.0,3.0,2.0,4.0,,,54.166668,57.77778,,,,1.6,4.4,2.142857,3.857143,4.4,3.6,4.0,4.571429,1.25,,,,,,68.75,78.45238,,,,4.3,4.6666665,4.5,1.8,4.2,1.6666666,4.3333335,81.0,85.0,81.0,85.0,,1.9,4.1,3.3333333,2.6666667,1.4444444,4.5555553,4.3333335,,71.875,72.84722,,,,4.2222223,3.75,4.25,4.3333335,,,78.125,78.47222,,,,8.555555,,,7.888889,5.6666665,6.4444447,6.6666665,8.111111,,,,,2.5555556,0.0,0.8,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,3.5555556,8.222222,,4.888889,8.444445,9.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_08062017_L1,United Kingdom,GBR,2017.0,2017-06-08,Legislative,43.0,,1,1,2,4,42608.918,4,6,1,,65.54018,66.954475,,,70.866905,61.05138,73.46577,64.68023,84.27025,71.12262,60.83091,73.74031,64.68023,85.23902,8.55814,,3.860465,2.139535,3.372093,2.627907,2.5581396,3.4418604,,,,,43.41085,43.41085,,,,4.2325583,4.3488374,4.6904764,4.6976743,87.5,87.30966,87.5,87.30966,,3.6,2.4,2.7,3.3,3.4146342,51.495728,50.955284,51.495728,50.955284,,4.075,1.925,3.3947368,2.6052632,2.7,3.3,,,41.666668,40.252193,,,,1.5476191,4.452381,3.5348837,3.4186046,2.0238094,3.9761906,1.6190476,4.3809524,,,,74.0,73.81506,,,,2.0,2.5813954,3.4186046,3.7441862,2.7674417,2.7,,,,46.333332,48.15116,,,,3.4054055,2.3414633,2.9512196,2.860465,3.139535,2.55,3.45,1.525,4.475,53.28125,51.438114,58.75,57.34426,,1.45,4.55,2.4054055,3.5945945,4.5348835,4.4651165,4.5151515,4.214286,1.2631578,,,,,,83.47222,82.808464,,,,4.6744184,4.7906976,4.6976743,1.4814814,4.5185184,1.3666667,4.633333,93.26923,91.57321,93.26923,91.57321,,1.5853659,4.414634,2.5897436,3.4102564,1.2682927,4.731707,3.967742,,78.57143,78.27712,,,,4.5348835,4.139535,4.189189,4.3488374,,,84.12162,82.57778,,,,9.325582,,,8.209302,5.837209,6.976744,6.976744,8.488372,,,,,2.8837209,0.069767445,0.9767442,0.0,0.0,0.046511628,,,,,,,0.0,0.0,0.0,0.0,0.7209302,0.25581396,0.023255814,0.0,0.0,0.76744187,3.5581396,8.4651165,,,,,9.116279,4.976744,2.2093024,,,,,4.5,,,,,,53.930233,34.744186,2.9534883,3.0232558,4.5116277,4.5116277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_12122019_L1,United Kingdom,GBR,2019.0,2019-12-12,Legislative,7.0,,1,1,2,4,49041.46354754509,4,6,0,,70.759636,80.61224,,,75.182045,65.718254,76.683205,72.32143,86.005295,75.02976,64.702385,76.78571,72.32143,86.309525,8.571428,,3.142857,2.857143,3.6666667,2.3333333,2.0,4.0,,,,,52.77778,51.587303,,,,4.571429,4.428571,4.714286,4.571429,89.28571,89.28571,89.28571,89.28571,,3.1666667,2.8333333,2.5,3.5,3.1666667,54.166668,54.166668,54.166668,54.166668,,3.1666667,2.8333333,2.6666667,3.3333333,1.8,4.2,,,65.0,61.38889,,,,1.4285715,4.571429,3.0,3.0,1.8,4.2,1.5,4.5,,,,75.0,71.35714,,,,2.7142856,2.0,4.0,3.7142856,3.4285715,2.2,,,,52.0,55.285713,,,,4.3333335,3.2,3.2,2.5714285,3.4285715,1.8,4.2,1.4285715,4.571429,78.333336,66.809525,81.94444,70.55556,,1.4285715,4.571429,1.3333334,4.6666665,4.428571,4.428571,3.8,4.0,1.2,,,,,,83.333336,82.89683,,,,4.571429,4.142857,4.571429,1.6666666,4.3333335,1.5714285,4.428571,83.333336,85.2381,83.333336,85.2381,,1.7142857,4.285714,1.8333334,4.1666665,1.2857143,4.714286,4.4,,85.0,84.791664,,,,4.571429,4.3333335,4.285714,4.428571,,,85.416664,85.11905,,,,8.0,,,8.714286,5.714286,7.142857,6.6666665,9.142858,,,,,1.2857143,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5714286,0.42857143,0.0,0.0,0.0,0.5714286,3.7142856,7.1666665,,,,,9.285714,4.857143,2.2857144,,,,,,,,,,,,,,,2.0,2.0,2.142857,2.142857,3.142857,2.6,2.6,3.6666667,1.5,1.5,3.857143,3.6666667,2.8333333,2.8333333,3.6666667,3.6666667,,,,,,,,,,,,,,,,,,
GBR_04072024_L1,United Kingdom,GBR,2024.0,2024-07-04,Legislative,11.0,,1,1,2,4,54542.0,4,6,1,,69.90068,,66.70802,,63.739372,67.22727,56.040043,60.511364,71.1788,63.73264,66.540405,56.098484,60.98485,71.306816,8.272727,,3.1818182,2.8181818,2.7272727,3.2727273,3.2727273,2.7272727,3.2727273,2.5,2.7,3.090909,48.484848,48.484848,46.42857,47.792206,,4.3636365,4.3636365,4.5454545,4.5454545,86.36364,86.36364,86.36364,86.36364,,2.2727273,3.7272727,1.9090909,4.090909,3.909091,72.72727,72.72727,72.72727,72.72727,,3.8181818,2.1818182,2.9,3.1,1.8,4.2,3.909091,2.090909,58.333332,54.015152,53.75,47.329544,,1.6363636,4.3636365,4.090909,4.0,2.2,3.8,1.5454545,4.4545455,3.1818182,3.3636363,2.6363637,78.0,78.545456,69.28571,69.74026,,2.8181818,2.4545455,3.5454545,4.2,3.090909,2.25,3.125,2.875,2.909091,53.75,54.522728,46.428574,52.459415,,3.0,2.5454545,3.6666667,2.8,3.2,2.2,3.8,1.3636364,4.6363635,58.57143,56.060604,64.88095,61.868687,,1.6,4.4,1.5714285,4.428571,3.8181818,4.2727275,4.0,4.4545455,1.5555556,4.2,1.8,2.1818182,4.0,2.0,80.208336,80.725105,57.5,53.38961,,4.4545455,4.3636365,4.4545455,1.25,4.75,1.3333334,4.6666665,87.5,88.44697,87.5,88.44697,,1.3636364,4.6363635,1.6,4.4,1.2,4.8,4.0,3.4444444,86.458336,86.47727,77.5,81.40404,,4.7272725,4.4545455,3.8888888,4.3636365,1.8888888,4.111111,84.02778,83.964645,84.28571,82.72727,,9.272727,2.0,,8.272727,7.090909,7.7272725,6.8,8.909091,,0.0,0.0,0.0,1.2727273,1.0,1.0,1.0,,1.0,6.0,4.5454545,0.09090909,5.0,1.0,4.6363635,0.0,0.0,0.0,0.0,0.8181818,0.09090909,0.0,0.0,0.0,1.0,4.0,8.2,,5.6,4.5454545,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_06112012_P1,United States,USA,2012.0,2012-11-06,Presidential,15.0,,1,1,2,4,51450.121,2,9,1,,60.72718,58.333332,,,68.42208,54.71154,69.598976,72.083336,77.294464,68.27952,54.09028,69.44444,72.083336,77.5,,,3.8666666,2.1333334,3.3333333,2.6666667,3.2,2.8,,,,,38.333332,38.333332,,,,3.6,3.8,3.8,4.0666666,70.416664,70.416664,70.416664,70.416664,,4.2,1.8,4.4666667,1.5333333,1.6,16.11111,16.11111,16.11111,16.11111,,4.076923,1.9230769,3.3846154,2.6153846,2.8461537,3.1538463,,,39.583332,39.102566,,,,1.9333333,4.0666666,3.7333333,3.2,1.6,4.4,1.5,4.5,,,,76.07143,74.5,,,,3.5333333,2.0,4.0,3.4666667,3.6666667,3.0769231,,,,64.61539,63.71795,,,,2.5384614,2.6,2.4666667,3.4666667,2.5333333,2.3846154,3.6153846,,,43.75,43.76923,,,,1.5333333,4.4666667,2.357143,3.642857,3.3333333,4.0,4.25,4.266667,1.7777778,,,,,,74.242424,74.83135,,,,4.4,4.6,4.6666665,2.1,3.9,1.7692307,4.230769,82.0,83.98718,82.0,83.98718,,1.7333333,4.266667,1.75,4.25,1.2142857,4.785714,4.142857,,83.333336,84.03274,,,,3.6666667,4.0666666,4.0666666,4.133333,,,74.583336,74.583336,,,,9.230769,,,7.6666665,7.6,5.733333,7.4,7.5333333,,,,,2.857143,0.0,1.0,0.06666667,0.06666667,0.13333334,,,,,,,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.8666667,3.3846154,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
